time="2024-10-25 15:00:52" level=info msg="Database connected - ./shop.db" func=elestial/internal/repository.InitializeDB file="/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/repository/database.go:17"
time="2024-10-25 15:00:52" level=info msg="Migration complated" func=elestial/internal/repository.InitializeDB file="/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/repository/database.go:22"
time="2024-10-25 15:01:11" level=info msg="awd logged in" func="elestial/internal/handler.(*Handler).login" file="/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/handler/login.go:44"
{"file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/repository/database.go:17","func":"elestial/internal/repository.InitializeDB","level":"info","msg":"Database connected - ./shop.db","time":"2024-10-29T18:15:38+05:00"}
{"fields.func":"elestial/internal/repository.InitializeDB","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/repository/database.go:22","func":"elestial/internal/repository.InitializeDB","level":"info","msg":"Migration complated","time":"2024-12-19T16:10:33+05:00"}
{"fields.func":"elestial/internal/handler.(*Handler).login","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/handler/login.go:44","func":"elestial/internal/handler.(*Handler).login","level":"info","msg":"awd logged in","time":"2024-12-19T16:10:53+05:00"}
{"fields.func":"elestial/internal/handler.(*Handler).login","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/handler/login.go:44","func":"elestial/internal/handler.(*Handler).login","level":"info","msg":"awd logged in","time":"2024-12-19T16:13:54+05:00"}
{"fields.func":"elestial/internal/repository.InitializeDB","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/repository/database.go:17","func":"elestial/internal/repository.InitializeDB","level":"info","msg":"Database connected - ./shop.db","time":"2024-12-19T16:14:33+05:00"}
{"fields.func":"elestial/internal/repository.InitializeDB","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/repository/database.go:22","func":"elestial/internal/repository.InitializeDB","level":"info","msg":"Migration complated","time":"2024-12-19T16:14:33+05:00"}
{"fields.func":"elestial/internal/repository.InitializeDB","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/repository/database.go:17","func":"elestial/internal/repository.InitializeDB","level":"info","msg":"Database connected - ./shop.db","time":"2025-03-05T19:35:54+05:00"}
{"fields.func":"elestial/internal/repository.InitializeDB","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/repository/database.go:22","func":"elestial/internal/repository.InitializeDB","level":"info","msg":"Migration complated","time":"2025-03-05T19:35:54+05:00"}
{"fields.func":"elestial/internal/repository.InitializeDB","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/repository/database.go:17","func":"elestial/internal/repository.InitializeDB","level":"info","msg":"Database connected - ./shop.db","time":"2025-06-12T12:37:54+05:00"}
{"fields.func":"elestial/internal/repository.InitializeDB","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/repository/database.go:22","func":"elestial/internal/repository.InitializeDB","level":"info","msg":"Migration complated","time":"2025-06-12T12:37:54+05:00"}
{"fields.func":"elestial/internal/repository.InitializeDB","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/repository/database.go:17","func":"elestial/internal/repository.InitializeDB","level":"info","msg":"Database connected - ./shop.db","time":"2025-08-04T18:50:18+05:00"}
{"fields.func":"elestial/internal/repository.InitializeDB","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/repository/database.go:22","func":"elestial/internal/repository.InitializeDB","level":"info","msg":"Migration complated","time":"2025-08-04T18:50:18+05:00"}
{"fields.func":"elestial/internal/handler.(*Handler).register","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/handler/register.go:25","func":"elestial/internal/handler.(*Handler).register","level":"info","msg":"aiaru registered","time":"2025-08-04T18:51:18+05:00"}
{"fields.func":"elestial/internal/handler.(*Handler).login","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/handler/login.go:44","func":"elestial/internal/handler.(*Handler).login","level":"info","msg":"aiaru logged in","time":"2025-08-04T18:51:49+05:00"}
{"fields.func":"elestial/internal/repository.InitializeDB","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/repository/database.go:17","func":"elestial/internal/repository.InitializeDB","level":"info","msg":"Database connected - ./shop.db","time":"2025-10-02T19:29:21+05:00"}
{"fields.func":"elestial/internal/repository.InitializeDB","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/repository/database.go:22","func":"elestial/internal/repository.InitializeDB","level":"info","msg":"Migration complated","time":"2025-10-02T19:29:21+05:00"}
{"fields.func":"elestial/internal/handler.(*Handler).register","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/handler/register.go:25","func":"elestial/internal/handler.(*Handler).register","level":"info","msg":"11elnu@gmail.com registered","time":"2025-10-02T19:30:39+05:00"}
{"fields.func":"elestial/internal/handler.(*Handler).login","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/handler/login.go:44","func":"elestial/internal/handler.(*Handler).login","level":"info","msg":"11elnu@gmail.com logged in","time":"2025-10-02T19:30:42+05:00"}
{"fields.func":"elestial/internal/handler.(*Handler).login","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/Elestial/internal/handler/login.go:44","func":"elestial/internal/handler.(*Handler).login","level":"info","msg":"11elnu@gmail.com logged in","time":"2025-10-02T19:54:28+05:00"}
{"fields.func":"elestial/internal/repository.InitializeDB","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/elestial/internal/repository/database.go:17","func":"elestial/internal/repository.InitializeDB","level":"info","msg":"Database connected - ./orig.db","time":"2025-11-15T17:01:30+05:00"}
{"fields.func":"elestial/internal/repository.InitializeDB","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/elestial/internal/repository/database.go:17","func":"elestial/internal/repository.InitializeDB","level":"info","msg":"Database connected - ./orig.db","time":"2025-11-15T17:02:07+05:00"}
{"fields.func":"elestial/internal/repository.InitializeDB","file":"/Users/elnurkoke/Desktop/ElnurKoke/projects/elestial/internal/repository/database.go:22","func":"elestial/internal/repository.InitializeDB","level":"info","msg":"Migration complated","time":"2025-11-15T17:02:07+05:00"}
